curr_title,prev_id,curr_id,n,prev_title,type,connec_tot,conec_perc
Mercedes-Benz,5899605,18564164,36,Big_Three_(automobile_manufacturers),link,19783,0.18
Mercedes-Benz,4417,18564164,364,Benz,link,19783,1.84
Mercedes-Benz,867770,18564164,24,Brabus,link,19783,0.12
Mercedes-Benz,33859763,18564164,31,Daimler_India_Commercial_Vehicles,link,19783,0.16
Mercedes-Benz,2953306,18564164,11,Comand_APS,link,19783,0.06
Mercedes-Benz,5356561,18564164,26,Brazilian_Marine_Corps,link,19783,0.13
Mercedes-Benz,64252,18564164,21,Cadillac,link,19783,0.11
Mercedes-Benz,2369,18564164,20,Aston_Martin,link,19783,0.10
Mercedes-Benz,245926,18564164,42,Autonomous_car,link,19783,0.21
Mercedes-Benz,444612,18564164,16,Auto_Union,link,19783,0.08
Mercedes-Benz,20825390,18564164,62,List_of_truck_manufacturers,link,19783,0.31
Mercedes-Benz,42293017,18564164,51,List_of_current_automobile_manufacturers_(alphabetical),link,19783,0.26
Mercedes-Benz,16980894,18564164,346,List_of_automobile_manufacturers_of_Germany,link,19783,1.75
Mercedes-Benz,59261,18564164,343,List_of_automobile_manufacturers,link,19783,1.73
Mercedes-Benz,202062,18564164,11,List_of_aircraft_engine_manufacturers,link,19783,0.06
Mercedes-Benz,7000,18564164,34,List_of_companies_of_Canada,link,19783,0.17
Mercedes-Benz,3474162,18564164,54,List_of_24_Hours_of_Le_Mans_winners,link,19783,0.27
Mercedes-Benz,420943,18564164,25,Electronic_stability_control,link,19783,0.13
Mercedes-Benz,9640,18564164,64,Engine,link,19783,0.32
Mercedes-Benz,738698,18564164,25,Emil_Jellinek,link,19783,0.13
Mercedes-Benz,147676,18564164,30,Jaguar_Cars,link,19783,0.15
Mercedes-Benz,67720,18564164,26,Ferdinand_Porsche,link,19783,0.13
Mercedes-Benz,16912,18564164,1337,Karl_Benz,link,19783,6.76
Mercedes-Benz,41783920,18564164,43,Fiat_Chrysler_Automobiles,link,19783,0.22
Mercedes-Benz,17402636,18564164,27,Ferrari_California,link,19783,0.14
Mercedes-Benz,1105695,18564164,10,Jeep_Grand_Cherokee,link,19783,0.05
Mercedes-Benz,6617581,18564164,10,Jacob_Rees-Mogg,link,19783,0.05
Mercedes-Benz,7101630,18564164,10,Hungarian_Ground_Forces,link,19783,0.05
Mercedes-Benz,391934,18564164,15,Hackney_carriage,link,19783,0.08
Mercedes-Benz,499012,18564164,23,Hot_Wheels,link,19783,0.12
Mercedes-Benz,1983326,18564164,14,History_of_the_automobile,link,19783,0.07
Mercedes-Benz,20817830,18564164,29,Latvian_Land_Forces,link,19783,0.15
Mercedes-Benz,60090,18564164,25,Enzo_Ferrari,link,19783,0.13
Mercedes-Benz,5065488,18564164,10,Force_Motors,link,19783,0.05
Mercedes-Benz,11736069,18564164,20,List_of_cars_with_non-standard_door_designs,link,19783,0.10
Mercedes-Benz,6911253,18564164,192,List_of_multinational_corporations,link,19783,0.97
Mercedes-Benz,12022290,18564164,24,List_of_bus_types_used_in_London,link,19783,0.12
Mercedes-Benz,2584884,18564164,11,List_of_equipment_of_the_Polish_Land_Forces,link,19783,0.06
