curr_title,prev_id,curr_id,n,prev_title,type,connec_tot,conec_perc
Audi,1969172,848,14,Audi_RS_4,link,15937,0.09
Audi,2861,848,14,Advertising,link,15937,0.09
Audi,1308240,848,13,Ward's_10_Best_Engines,link,15937,0.08
Audi,4977442,848,13,Volkswagen_Group_of_America,link,15937,0.08
Audi,755078,848,13,Front-wheel_drive,link,15937,0.08
Audi,1438807,848,13,Ferdinand_PiÌÇch,link,15937,0.08
Audi,30859670,848,13,Dual-clutch_transmission,link,15937,0.08
Audi,1462671,848,12,World_Car_of_the_Year,link,15937,0.08
Audi,2492789,848,12,Stan_Wawrinka,link,15937,0.08
Audi,335201,848,12,List_of_company_name_etymologies,link,15937,0.08
Audi,3474162,848,12,List_of_24_Hours_of_Le_Mans_winners,link,15937,0.08
Audi,196279,848,12,Lamborghini_Diablo,link,15937,0.08
Audi,14714387,848,12,KTM_X-Bow,link,15937,0.08
Audi,1446560,848,12,Jonathan_Glazer,link,15937,0.08
Audi,6882,848,12,Chrysler,link,15937,0.08
Audi,30862384,848,12,Audi_RS_2_Avant,link,15937,0.08
Audi,30636514,848,12,Audi_CoupÌ©_(B2),link,15937,0.08
Audi,3302387,848,11,Walter_de_Silva,link,15937,0.07
Audi,409855,848,11,Mercedes-Benz_S-Class,link,15937,0.07
Audi,26114145,848,11,List_of_Super_Bowl_commercials,link,15937,0.07
Audi,3225502,848,11,Inchcape_plc,link,15937,0.07
Audi,17589696,848,11,FAW-Volkswagen,link,15937,0.07
Audi,880716,848,10,Volkswagen_Group_China,link,15937,0.06
Audi,31983591,848,10,Transporter:_The_Series,link,15937,0.06
Audi,3034502,848,10,NSU_Prinz,link,15937,0.06
Audi,40862049,848,10,Museum_mobile,link,15937,0.06
Audi,285382,848,10,Lamborghini_Countach,link,15937,0.06
Audi,243320,848,10,KTM,link,15937,0.06
Audi,7931405,848,10,Audi_Rosemeyer,link,15937,0.06
Audi,15580374,848,881,Main_Page,other,15937,5.53
Audi,11225,848,62,Ferrari,other,15937,0.39
Audi,2369,848,56,Aston_Martin,other,15937,0.35
Audi,30433662,848,42,Ford_Motor_Company,other,15937,0.26
Audi,32412,848,33,Volvo,other,15937,0.21
Audi,142314,848,29,Acura,other,15937,0.18
Audi,5043734,848,26,Wikipedia,other,15937,0.16
Audi,32851,848,25,Wiki,other,15937,0.16
Audi,30984,848,25,Toyota,other,15937,0.16
Audi,31717,848,24,United_Kingdom,other,15937,0.15
Audi,61123,848,23,Red_Bull,other,15937,0.14
Audi,147676,848,21,Jaguar_Cars,other,15937,0.13
Audi,19370,848,18,Mazda,other,15937,0.11
Audi,37527,848,18,Alfa_Romeo,other,15937,0.11
Audi,12102,848,16,General_Motors,other,15937,0.10
Audi,13673345,848,15,Car,other,15937,0.09
Audi,21240,848,14,Nissan,other,15937,0.09
Audi,18563566,848,14,Mercedes_(car),other,15937,0.09
Audi,5455075,848,12,Rolls-Royce_Motor_Cars,other,15937,0.08
Audi,23476529,848,12,Range_Rover,other,15937,0.08
Audi,87904,848,12,Aud,other,15937,0.08
Audi,1276481,848,11,MichÌ¬le_Mouton,other,15937,0.07
Audi,189455,848,10,Ulm,other,15937,0.06
Audi,1265489,848,10,PNC_Financial_Services,other,15937,0.06
Audi,18643465,848,10,Jaguar_Land_Rover,other,15937,0.06
Audi,42257,848,10,Hyundai_Motor_Company,other,15937,0.06
